FullName,Email,Phone,TransactionType,Amount,TransactionDate,AccountType,Balance,OpeningDate,LoanAmount,LoanType,StartDate,EndDate,InterestRate
Phillip Carr,nicole30@example.com,650-254-3916,deposit,460.09,2019-02-15,Checking,1958.76,2023-09-20,19769.58,Personal,2020-08-14,2033-02-03 04:59:17.908875,6.15
Phillip Carr,nicole30@example.com,650-254-3916,deposit,460.09,2019-02-15,Checking,1958.76,2023-09-20,11336.16,Personal,2019-05-12,2036-06-15 04:59:17.910021,4.76
Brian Dillon,swilson@example.net,001-699-957-2129x33878,deposit,271.67,2023-04-30,Checking,6267.88,2020-01-01,38994.49,Auto,2020-12-24,2026-08-31 04:59:17.910448,5.55
Carol Miller,yfisher@example.org,6088279027,deposit,345.14,2023-07-01,Savings,4040.05,2023-08-24,,,,,
Tommy Brooks,burtonjames@example.com,(534)691-4906,deposit,71.1,2021-02-18,Savings,8268.0,2021-01-09,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,57.84,2020-11-20,Checking,7800.33,2023-09-17,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,57.84,2020-11-20,Checking,7800.33,2023-09-17,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,57.84,2020-11-20,Checking,7800.33,2023-09-17,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,318.38,2020-03-21,Checking,5910.76,2019-04-02,35885.02,Auto,2023-10-06,2037-08-19 04:59:17.906679,5.32
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,318.38,2020-03-21,Checking,5910.76,2019-04-02,39301.99,Mortgage,2019-05-19,2039-11-28 04:59:17.908705,7.19
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,318.38,2020-03-21,Checking,5910.76,2019-04-02,10490.65,Auto,2023-06-01,2032-09-14 04:59:17.910580,2.46
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,378.28,2021-02-01,Savings,1443.64,2020-05-30,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,378.28,2021-02-01,Savings,1443.64,2020-05-30,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,378.28,2021-02-01,Savings,1443.64,2020-05-30,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,87.79,2021-05-10,Credit,7880.53,2023-08-14,11074.47,Personal,2022-02-11,2032-05-06 04:59:17.908590,5.36
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,87.79,2021-05-10,Credit,7880.53,2023-08-14,38903.23,Personal,2021-07-14,2042-10-07 04:59:17.909559,2.28
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,211.13,2021-08-19,Checking,4532.51,2022-09-08,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,withdrawal,367.84,2022-12-29,Checking,5272.84,2022-03-23,42684.76,Personal,2024-01-15,2048-02-15 04:59:17.905910,1.96
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,485.76,2023-08-24,Savings,8252.72,2019-11-16,27719.17,Mortgage,2022-02-12,2053-07-27 04:59:17.910650,1.54
Kayla Blair,hmcmillan@example.com,(500)245-2355,withdrawal,466.1,2022-11-18,Credit,9710.61,2019-08-12,,,,,
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,494.63,2023-08-15,Checking,4653.15,2022-08-19,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,withdrawal,21.32,2023-07-06,Credit,8539.34,2023-03-25,,,,,
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,499.36,2023-05-26,Savings,9139.78,2023-01-03,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
Carly Mitchell,zachary24@example.org,(728)923-5061,deposit,132.89,2021-08-02,Savings,3506.26,2019-12-04,8056.59,Mortgage,2019-11-16,2032-12-12 04:59:17.905853,7.33
Monica Graves,xday@example.net,402.918.5084x3030,withdrawal,48.55,2023-02-02,Savings,8648.97,2022-06-05,48233.91,Personal,2023-12-03,2048-03-25 04:59:17.908108,4.7
Monica Graves,xday@example.net,402.918.5084x3030,withdrawal,48.55,2023-02-02,Savings,8648.97,2022-06-05,5710.02,Mortgage,2023-11-28,2047-03-11 04:59:17.909104,5.45
Philip Huynh,bgraham@example.net,8058324167,withdrawal,43.47,2024-01-18,Checking,7140.83,2019-09-23,6815.56,Personal,2023-02-19,2033-12-16 04:59:17.907530,2.9
Philip Huynh,bgraham@example.net,8058324167,withdrawal,43.47,2024-01-18,Checking,7140.83,2019-09-23,15095.53,Auto,2021-10-26,2053-12-08 04:59:17.908990,4.58
Philip Huynh,bgraham@example.net,8058324167,withdrawal,43.47,2024-01-18,Checking,7140.83,2019-09-23,46561.79,Mortgage,2019-10-21,2033-08-13 04:59:17.913469,2.5
Philip Huynh,bgraham@example.net,8058324167,withdrawal,43.47,2024-01-18,Checking,7140.83,2019-09-23,33481.52,Personal,2023-07-14,2048-08-02 04:59:17.914125,5.06
Jon Marshall,stacy20@example.com,001-608-454-5047x8890,withdrawal,116.77,2022-10-04,Credit,6517.51,2022-08-30,37452.32,Mortgage,2019-08-26,2046-03-31 04:59:17.907071,4.04
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.35,2020-01-26,Checking,9213.84,2023-03-16,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.35,2020-01-26,Checking,9213.84,2023-03-16,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.35,2020-01-26,Checking,9213.84,2023-03-16,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4
Brian Day,mason61@example.net,345-785-9250x1644,withdrawal,378.88,2023-05-17,Credit,8875.18,2020-04-22,,,,,
Chad Jensen,ambertaylor@example.org,6576129629,deposit,206.76,2019-04-11,Savings,3999.07,2020-10-11,,,,,
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,375.91,2023-02-04,Credit,8536.16,2021-11-21,13273.81,Auto,2019-10-21,2041-11-24 04:59:17.910387,4.37
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,375.91,2023-02-04,Credit,8536.16,2021-11-21,41527.61,Personal,2020-09-04,2031-12-30 04:59:17.912353,5.85
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,375.91,2023-02-04,Credit,8536.16,2021-11-21,15916.26,Mortgage,2021-02-11,2041-08-14 04:59:17.913538,6.87
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,375.91,2023-02-04,Credit,8536.16,2021-11-21,46270.1,Personal,2023-02-12,2030-11-25 04:59:17.914048,6.0
Jesse Osborn,dennis81@example.org,(504)953-6008x457,deposit,406.52,2020-03-25,Checking,9232.35,2022-06-13,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,205.97,2020-04-05,Credit,4750.66,2022-09-09,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,205.97,2020-04-05,Credit,4750.66,2022-09-09,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
Kayla Blair,hmcmillan@example.com,(500)245-2355,deposit,59.2,2021-08-18,Credit,9710.61,2019-08-12,,,,,
Jamie Stone,derekhart@example.org,473.393.2625x19595,withdrawal,485.29,2023-08-24,Savings,7533.24,2019-04-16,27719.17,Mortgage,2022-02-12,2053-07-27 04:59:17.910650,1.54
Tony Robinson,timothywiley@example.com,382-628-5059x479,withdrawal,362.98,2021-07-30,Savings,3081.66,2021-11-19,40181.66,Mortgage,2023-12-28,2034-08-06 04:59:17.906199,3.54
Tony Robinson,timothywiley@example.com,382-628-5059x479,withdrawal,362.98,2021-07-30,Savings,3081.66,2021-11-19,11369.33,Personal,2023-09-17,2042-03-22 04:59:17.910079,4.66
Tony Robinson,timothywiley@example.com,382-628-5059x479,withdrawal,362.98,2021-07-30,Savings,3081.66,2021-11-19,31200.58,Auto,2020-07-05,2030-04-29 04:59:17.914310,2.35
Shelby Smith,carolyn11@example.com,580.272.0301x65432,deposit,263.08,2019-10-26,Credit,8471.16,2021-09-05,,,,,
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,177.93,2020-12-29,Savings,3717.19,2019-08-19,,,,,
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,481.91,2021-05-26,Checking,7800.33,2023-09-17,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,481.91,2021-05-26,Checking,7800.33,2023-09-17,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,481.91,2021-05-26,Checking,7800.33,2023-09-17,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83
Robert Mendez,evelynpatterson@example.org,759.294.8819,withdrawal,192.85,2019-12-02,Savings,1388.48,2020-05-15,,,,,
Carol Miller,yfisher@example.org,6088279027,withdrawal,230.93,2023-07-31,Savings,4040.05,2023-08-24,,,,,
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,347.3,2023-11-08,Savings,723.3,2020-12-31,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,347.3,2023-11-08,Savings,723.3,2020-12-31,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,400.25,2020-12-17,Savings,3717.19,2019-08-19,,,,,
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,152.3,2021-01-19,Savings,9139.78,2023-01-03,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,151.04,2023-11-13,Credit,7252.65,2019-03-14,11074.47,Personal,2022-02-11,2032-05-06 04:59:17.908590,5.36
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,151.04,2023-11-13,Credit,7252.65,2019-03-14,38903.23,Personal,2021-07-14,2042-10-07 04:59:17.909559,2.28
Kayla Blair,hmcmillan@example.com,(500)245-2355,withdrawal,376.84,2019-09-19,Credit,9710.61,2019-08-12,,,,,
Crystal Burns,jbarry@example.net,001-295-729-2302,withdrawal,134.21,2023-07-03,Savings,4937.91,2019-03-18,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,53.36,2021-10-22,Checking,1782.43,2020-12-24,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,53.36,2021-10-22,Checking,1782.43,2020-12-24,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
Kayla Blair,hmcmillan@example.com,(500)245-2355,deposit,303.79,2023-11-18,Credit,646.6,2020-09-20,,,,,
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,deposit,371.41,2019-03-25,Credit,2371.32,2023-07-06,,,,,
Jesse Osborn,dennis81@example.org,(504)953-6008x457,deposit,61.4,2019-04-23,Credit,6487.53,2019-09-18,,,,,
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,168.52,2023-11-26,Checking,7104.71,2023-04-20,37877.78,Auto,2019-05-29,2047-09-15 04:59:17.906790,1.93
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,168.52,2023-11-26,Checking,7104.71,2023-04-20,11928.9,Personal,2020-04-16,2035-09-03 04:59:17.908237,3.05
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,168.52,2023-11-26,Checking,7104.71,2023-04-20,22108.89,Personal,2022-10-19,2026-08-27 04:59:17.913608,6.6
Francisco Potter,joneschristine@example.org,(564)921-3755x708,withdrawal,182.03,2021-10-31,Checking,8090.98,2020-03-13,35115.06,Auto,2023-09-01,2027-05-28 04:59:17.909841,5.87
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,248.92,2021-10-04,Credit,7252.65,2019-03-14,11074.47,Personal,2022-02-11,2032-05-06 04:59:17.908590,5.36
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,248.92,2021-10-04,Credit,7252.65,2019-03-14,38903.23,Personal,2021-07-14,2042-10-07 04:59:17.909559,2.28
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,deposit,250.75,2022-05-09,Checking,4690.68,2023-10-15,,,,,
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,375.89,2023-04-28,Savings,8380.64,2021-11-24,42355.47,Mortgage,2019-02-23,2036-08-20 04:59:17.911618,7.05
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,375.89,2023-04-28,Savings,8380.64,2021-11-24,35193.83,Mortgage,2021-01-17,2029-09-08 04:59:17.912750,1.85
Jason Bennett,joseph97@example.net,(632)674-7662x30858,deposit,486.32,2020-09-16,Credit,8482.27,2022-05-07,42355.47,Mortgage,2019-02-23,2036-08-20 04:59:17.911618,7.05
Jason Bennett,joseph97@example.net,(632)674-7662x30858,deposit,486.32,2020-09-16,Credit,8482.27,2022-05-07,35193.83,Mortgage,2021-01-17,2029-09-08 04:59:17.912750,1.85
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,129.53,2023-06-27,Savings,7533.24,2019-04-16,27719.17,Mortgage,2022-02-12,2053-07-27 04:59:17.910650,1.54
Sarah Green,lnelson@example.net,(390)584-3409x128,withdrawal,400.19,2022-09-13,Checking,8232.61,2019-06-27,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
Jon Marshall,stacy20@example.com,001-608-454-5047x8890,deposit,45.15,2023-07-18,Credit,6517.51,2022-08-30,37452.32,Mortgage,2019-08-26,2046-03-31 04:59:17.907071,4.04
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,168.76,2023-04-07,Credit,7585.37,2019-08-11,48863.64,Mortgage,2021-11-26,2034-05-16 04:59:17.910271,2.42
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,168.76,2023-04-07,Credit,7585.37,2019-08-11,48494.41,Auto,2019-02-16,2028-09-19 04:59:17.912166,3.62
Crystal Burns,jbarry@example.net,001-295-729-2302,deposit,216.06,2019-11-21,Savings,6933.89,2019-06-15,,,,,
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,deposit,255.19,2020-03-14,Credit,8536.16,2021-11-21,13273.81,Auto,2019-10-21,2041-11-24 04:59:17.910387,4.37
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,deposit,255.19,2020-03-14,Credit,8536.16,2021-11-21,41527.61,Personal,2020-09-04,2031-12-30 04:59:17.912353,5.85
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,deposit,255.19,2020-03-14,Credit,8536.16,2021-11-21,15916.26,Mortgage,2021-02-11,2041-08-14 04:59:17.913538,6.87
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,deposit,255.19,2020-03-14,Credit,8536.16,2021-11-21,46270.1,Personal,2023-02-12,2030-11-25 04:59:17.914048,6.0
Chad Jensen,ambertaylor@example.org,6576129629,deposit,99.57,2020-01-22,Credit,6177.48,2023-12-16,,,,,
Richard Adams,wurobert@example.com,381.345.0592x7366,withdrawal,273.01,2021-01-21,Checking,5238.53,2020-06-11,19985.5,Mortgage,2019-06-24,2027-08-14 04:59:17.912267,5.01
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,161.08,2019-02-19,Checking,8915.18,2022-06-17,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,130.18,2021-01-01,Credit,8536.16,2021-11-21,13273.81,Auto,2019-10-21,2041-11-24 04:59:17.910387,4.37
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,130.18,2021-01-01,Credit,8536.16,2021-11-21,41527.61,Personal,2020-09-04,2031-12-30 04:59:17.912353,5.85
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,130.18,2021-01-01,Credit,8536.16,2021-11-21,15916.26,Mortgage,2021-02-11,2041-08-14 04:59:17.913538,6.87
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,130.18,2021-01-01,Credit,8536.16,2021-11-21,46270.1,Personal,2023-02-12,2030-11-25 04:59:17.914048,6.0
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,244.97,2022-10-30,Savings,3181.09,2022-06-11,48863.64,Mortgage,2021-11-26,2034-05-16 04:59:17.910271,2.42
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,244.97,2022-10-30,Savings,3181.09,2022-06-11,48494.41,Auto,2019-02-16,2028-09-19 04:59:17.912166,3.62
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,withdrawal,35.55,2021-05-21,Checking,9461.84,2021-05-11,,,,,
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,97.69,2022-09-23,Savings,2391.9,2020-09-17,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,97.69,2022-09-23,Savings,2391.9,2020-09-17,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,97.69,2022-09-23,Savings,2391.9,2020-09-17,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,withdrawal,54.28,2022-12-21,Credit,2371.32,2023-07-06,,,,,
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,447.56,2021-07-25,Credit,2881.24,2019-05-06,32428.9,Mortgage,2021-06-24,2050-01-08 04:59:17.907588,2.12
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,447.56,2021-07-25,Credit,2881.24,2019-05-06,31406.77,Personal,2021-02-27,2038-10-12 04:59:17.907821,4.63
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,447.56,2021-07-25,Credit,2881.24,2019-05-06,27834.0,Personal,2019-12-05,2037-08-15 04:59:17.909497,2.15
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,447.56,2021-07-25,Credit,2881.24,2019-05-06,27873.08,Auto,2022-01-19,2037-06-03 04:59:17.913974,7.03
Heather Wright,adamssheila@example.net,850-282-6951x4975,deposit,205.89,2021-05-10,Credit,3099.1,2022-01-25,13931.18,Mortgage,2021-01-30,2036-10-09 04:59:17.910193,3.35
Chad Jensen,ambertaylor@example.org,6576129629,deposit,235.7,2020-02-08,Checking,3158.88,2023-10-09,,,,,
Laura Martinez,billy68@example.com,478.350.1644,deposit,54.83,2020-12-21,Checking,5627.79,2021-02-28,14765.02,Personal,2022-05-22,2032-08-04 04:59:17.910888,4.49
Laura Martinez,billy68@example.com,478.350.1644,deposit,54.83,2020-12-21,Checking,5627.79,2021-02-28,14372.77,Auto,2021-10-18,2028-12-22 04:59:17.911129,3.14
Laura Martinez,billy68@example.com,478.350.1644,deposit,54.83,2020-12-21,Checking,5627.79,2021-02-28,33774.39,Auto,2020-03-28,2036-08-07 04:59:17.911474,3.97
David Rasmussen,fburns@example.net,9347152436,withdrawal,206.36,2021-07-31,Checking,6560.6,2022-06-01,,,,,
Anita Park,xpayne@example.net,806-211-4478x986,deposit,343.63,2021-06-12,Checking,7676.38,2021-05-26,,,,,
Scott Collins,veronica19@example.org,001-449-712-6361x791,deposit,199.47,2022-08-31,Credit,4382.28,2021-05-21,47203.82,Auto,2021-06-15,2044-11-15 04:59:17.907182,5.28
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,463.44,2019-12-09,Credit,9924.16,2019-10-25,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,461.68,2020-05-03,Checking,4000.76,2023-09-17,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,461.68,2020-05-03,Checking,4000.76,2023-09-17,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,461.68,2020-05-03,Checking,4000.76,2023-09-17,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,150.94,2024-01-16,Credit,856.98,2021-08-09,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
Desiree Nelson,johnsonhaley@example.com,231.515.3313,deposit,53.28,2021-01-13,Credit,6047.23,2021-08-02,37664.6,Mortgage,2022-12-21,2033-01-26 04:59:17.906957,4.45
Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,withdrawal,204.59,2019-06-29,Checking,3099.96,2023-05-05,,,,,
Vanessa James,colleendavis@example.org,891-740-2938,withdrawal,70.27,2019-08-22,Savings,479.11,2020-04-26,,,,,
Lauren Gray,kenneth99@example.net,218.715.2894x614,deposit,498.69,2020-06-29,Checking,4765.84,2022-02-19,48933.91,Auto,2020-08-06,2036-11-01 04:59:17.905052,4.43
Lauren Gray,kenneth99@example.net,218.715.2894x614,deposit,498.69,2020-06-29,Checking,4765.84,2022-02-19,47062.38,Mortgage,2019-10-22,2047-01-26 04:59:17.909784,6.27
Kayla Blair,hmcmillan@example.com,(500)245-2355,deposit,157.75,2020-11-17,Credit,9710.61,2019-08-12,,,,,
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,442.35,2021-02-11,Credit,2881.24,2019-05-06,32428.9,Mortgage,2021-06-24,2050-01-08 04:59:17.907588,2.12
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,442.35,2021-02-11,Credit,2881.24,2019-05-06,31406.77,Personal,2021-02-27,2038-10-12 04:59:17.907821,4.63
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,442.35,2021-02-11,Credit,2881.24,2019-05-06,27834.0,Personal,2019-12-05,2037-08-15 04:59:17.909497,2.15
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,442.35,2021-02-11,Credit,2881.24,2019-05-06,27873.08,Auto,2022-01-19,2037-06-03 04:59:17.913974,7.03
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,29.94,2022-05-12,Credit,7658.87,2021-11-30,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,29.94,2022-05-12,Credit,7658.87,2021-11-30,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64
Daniel Edwards,byoung@example.org,+1-615-756-7330,deposit,148.31,2019-04-04,Credit,7481.3,2021-01-06,34427.31,Mortgage,2022-07-26,2031-01-18 04:59:17.909902,4.02
Daniel Edwards,byoung@example.org,+1-615-756-7330,deposit,148.31,2019-04-04,Credit,7481.3,2021-01-06,17430.29,Auto,2023-10-16,2045-12-04 04:59:17.910330,2.8
Daniel Edwards,byoung@example.org,+1-615-756-7330,deposit,148.31,2019-04-04,Credit,7481.3,2021-01-06,14964.93,Auto,2020-12-22,2042-10-19 04:59:17.914385,5.33
Christopher Hale,watsondarren@example.org,+1-917-489-0869x753,deposit,413.38,2020-12-21,Checking,5108.1,2023-06-15,28988.77,Personal,2020-03-23,2028-05-28 04:59:17.914468,3.06
Daniel Edwards,byoung@example.org,+1-615-756-7330,withdrawal,71.06,2019-07-10,Credit,1496.1,2021-06-16,34427.31,Mortgage,2022-07-26,2031-01-18 04:59:17.909902,4.02
Daniel Edwards,byoung@example.org,+1-615-756-7330,withdrawal,71.06,2019-07-10,Credit,1496.1,2021-06-16,17430.29,Auto,2023-10-16,2045-12-04 04:59:17.910330,2.8
Daniel Edwards,byoung@example.org,+1-615-756-7330,withdrawal,71.06,2019-07-10,Credit,1496.1,2021-06-16,14964.93,Auto,2020-12-22,2042-10-19 04:59:17.914385,5.33
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,194.21,2022-05-08,Checking,3929.98,2019-05-20,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,194.21,2022-05-08,Checking,3929.98,2019-05-20,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64
Steven Miller,johnwright@example.org,+1-230-989-3125x913,deposit,255.18,2021-07-07,Checking,9847.69,2022-10-31,46119.69,Personal,2019-05-12,2026-04-20 04:59:17.907406,4.84
Steven Miller,johnwright@example.org,+1-230-989-3125x913,deposit,255.18,2021-07-07,Checking,9847.69,2022-10-31,20834.23,Personal,2020-09-21,2044-10-18 04:59:17.911066,7.49
David King,edward68@example.com,+1-907-693-9094x459,deposit,431.8,2023-01-17,Checking,2767.61,2020-10-31,,,,,
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,372.59,2022-04-14,Checking,5688.51,2020-08-31,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
Scott Collins,veronica19@example.org,001-449-712-6361x791,withdrawal,104.89,2023-10-12,Credit,4382.28,2021-05-21,47203.82,Auto,2021-06-15,2044-11-15 04:59:17.907182,5.28
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,485.37,2019-09-03,Credit,4250.13,2020-09-19,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,485.37,2019-09-03,Credit,4250.13,2020-09-19,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
Vanessa James,colleendavis@example.org,891-740-2938,withdrawal,199.03,2019-12-24,Savings,479.11,2020-04-26,,,,,
Heather Wright,adamssheila@example.net,850-282-6951x4975,deposit,354.18,2022-03-02,Credit,3099.1,2022-01-25,13931.18,Mortgage,2021-01-30,2036-10-09 04:59:17.910193,3.35
Anthony Ray,desiree14@example.org,714-779-4050,deposit,41.51,2022-04-19,Checking,9940.6,2019-05-16,19635.04,Personal,2021-08-02,2026-01-11 04:59:17.907934,4.89
Anthony Ray,desiree14@example.org,714-779-4050,deposit,41.51,2022-04-19,Checking,9940.6,2019-05-16,42324.23,Mortgage,2023-04-04,2042-03-23 04:59:17.909368,5.25
Desiree Nelson,johnsonhaley@example.com,231.515.3313,withdrawal,123.69,2020-10-10,Credit,4170.83,2020-11-25,37664.6,Mortgage,2022-12-21,2033-01-26 04:59:17.906957,4.45
